"Relative Energy Availability (fraction of Earth)","P Concentration (mol/m^3)","Steady State Biomass (cells/ml)","Flow (Mortality) Rate (same units as growth rate)"
0.00005011872336272725,0.07943282347242814,184506.5624145198,0.0007082983497447162
0.00006309573444801943,0.07943282347242814,232273.13709179967,0.0008916684454976651
0.00007943282347242822,0.07943282347242814,292403.67840628786,0.0011225023119201464
0.0001,0.07943282347242814,368097.1848339321,0.001413080516769434
0.00012589254117941688,0.07943282347242814,463379.58501221443,0.0017788581125514112
0.00015848931924611142,0.07943282347242814,583317.0493078622,0.0022392835138038717
0.00019952623149688788,0.07943282347242814,734284.0649978683,0.00281882760524534
0.0002511886431509582,0.07943282347242814,924300.181621446,0.0035482764664033833
0.00031622776601683794,0.07943282347242814,1.1634527747823505e6,0.004466354310663507
0.00039810717055349773,0.07943282347242814,1.464427417219922e6,0.005621759515573573
0.0005011872336272725,0.07943282347242814,1.84317263882496e6,0.007075716556052037
0.0006309573444801943,0.07943282347242814,2.319732165282709e6,0.008905170867751262
0.0007943282347242822,0.07943282347242814,2.9192853053705473e6,0.011206782767901944
0.001,0.07943282347242814,3.6734451334277606e6,0.014101911020618281
0.0012589254117941688,0.07943282347242814,4.621874526970411e6,0.017742816609588697
0.001584893192461114,0.07943282347242814,5.814291844147843e6,0.022320362290962188
0.001995262314968883,0.07943282347242814,7.312950633245439e6,0.028073531897826954
0.002511886431509582,0.07943282347242814,9.195690308520278e6,0.035301141515324076
0.0031622776601683794,0.07943282347242814,1.1559665401225075e7,0.04437615562372139
0.003981071705534978,0.07943282347242814,1.4525866643504774e7,0.05576304299199475
0.005011872336272725,0.07943282347242814,1.824454252517731e7,0.07003858937777335
0.006309573444801942,0.07943282347242814,2.290160675088311e7,0.08791649497940857
0.00794328234724282,0.07943282347242814,2.8726062503737915e7,0.11027587528506766
0.01,0.07943282347242814,3.599836999649697e7,0.13819338308836646
0.012589254117941687,0.07943282347242814,4.505950364300326e7,0.17297797787275238
0.01584893192461114,0.07943282347242814,5.632015592718641e7,0.21620625835002055
0.01995262314968883,0.07943282347242814,7.026910813216247e7,0.2697545966756488
0.025118864315095822,0.07943282347242814,8.747916802331099e7,0.3358219324950935
0.03162277660168379,0.07943282347242814,1.0860825773992828e8,0.41693394922810373
0.039810717055349776,0.07943282347242814,1.3439226513523373e8,0.5159156312286918
0.05011872336272725,0.07943282347242814,1.656253055012692e8,0.6358154909372824
0.06309573444801943,0.07943282347242814,2.0312242018718615e8,0.7797623733934494
0.07943282347242822,0.07943282347242814,2.4766005172664437e8,0.9507369474583257
0.1,0.07943282347242814,2.998916957146385e8,1.1512479035841285
0.12589254117941687,0.07943282347242814,3.602407676125379e8,1.3829206824523212
0.15848931924611143,0.07943282347242814,4.287802703756088e8,1.6460355335676609
0.19952623149688828,0.07943282347242814,5.051183511161515e8,1.9390881811468448
0.25118864315095824,0.07943282347242814,5.883173497476599e8,2.2584790616664736
0.31622776601683794,0.07943282347242814,6.76876722420005e8,2.5984477689986583
0.39810717055349776,0.07943282347242814,7.688025841687582e8,2.951340020220309
0.5011872336272725,0.07943282347242814,8.617672988566604e8,3.308220302072408
0.6309573444801942,0.07943282347242814,9.533365237734396e8,3.659743467684092
0.7943282347242822,0.07943282347242814,1.0412188512977595e9,3.997113080681776
1.,0.07943282347242814,1.123485292447889e9,4.3129239859611745
1.e-8,0.1,45.674318208355245,1.4134022621974808e-7
1.2589254117941661e-8,0.1,57.50056000908453,1.7793680146297e-7
1.5848931924611143e-8,0.1,72.3889157693978,2.2400915941663324e-7
1.9952623149688786e-8,0.1,91.1322440832947,2.820108206674446e-7
2.511886431509582e-8,0.1,114.72869653736889,3.550305844235149e-7
3.162277660168379e-8,0.1,144.43487008633662,4.469570181720167e-7
3.981071705534969e-8,0.1,181.83272449038407,5.626855378184307e-7
5.011872336272725e-8,0.1,228.9138324705608,7.083791060239582e-7
6.30957344480193e-8,0.1,288.18543227722677,8.917964317895445e-7
7.943282347242822e-8,0.1,362.8039504647486,1.1227051489706393e-6
1.e-7,0.1,456.74309196688915,1.4134019767625087e-6
1.2589254117941662e-7,0.1,575.0054518393648,1.779367562245785e-6
1.584893192461114e-7,0.1,723.8889220770953,2.2400908771862026e-6
1.9952623149688787e-7,0.1,911.3220755364412,2.8201070703376336e-6
2.5118864315095823e-7,0.1,1147.286386378521,3.5503040432629005e-6
3.162277660168379e-7,0.1,1444.3477754455507,4.4695673273719696e-6
3.981071705534969e-7,0.1,1818.325784078446,5.626850854348194e-6
5.011872336272725e-7,0.1,2289.1360065115186,7.08378389044435e-6
6.30957344480193e-7,0.1,2881.850650881585,8.917952954539426e-6
7.943282347242822e-7,0.1,3628.0336875530634,0.000011227033480008055
1.e-6,0.1,4567.421695992077,0.000014133991224191287
1.2589254117941661e-6,0.1,5750.039898665956,0.000017793630384192844
1.584893192461114e-6,0.1,7238.866052771627,0.000022400837074101463
1.995262314968883e-6,0.1,9113.18403496487,0.000028200957070198864
2.5118864315095823e-6,0.1,11472.805663856256,0.000035502860336409156
3.162277660168379e-6,0.1,14443.385516028899,0.000044695387840905094
3.981071705534969e-6,0.1,18183.111651613195,0.000056268056163871416
5.011872336272725e-6,0.1,22891.12837713828,0.00007083712193290252
6.309573444801943e-6,0.1,28818.139304976787,0.00008917839322571965
7.943282347242822e-6,0.1,36279.75489740153,0.00011226853386202557
0.00001,0.1,45673.29459526447,0.00014133705796193902
0.000012589254117941661,0.1,57498.93714628949,0.00017793178014193875
0.00001584893192461114,0.1,72386.3436832041,0.00022400120121737898
0.00001995262314968883,0.1,91128.16843490564,0.0002819982078878756
0.000025118864315095822,0.1,114722.23712617089,0.0003550105947469867
0.000031622776601683795,0.1,144424.63200482135,0.00044692533713255655
0.000039810717055349695,0.1,181816.4990911646,0.0005626353276780146
0.00005011872336272725,0.1,228888.11730442106,0.0007082995301564778
0.00006309573444801943,0.1,288144.6778448607,0.0008916703162144877
0.00007943282347242822,0.1,362739.36164458335,0.0011225052765875601
0.0001,0.1,456640.7299237158,0.0014130852150138402
0.00012589254117941688,0.1,574843.2282518572,0.0017788655578956038
0.00015848931924611142,0.1,723631.8340785317,0.0022392953121409044
0.00019952623149688788,0.1,910914.6558893336,0.002818846300881897
0.0002511886431509582,0.1,1.1466407444846253e6,0.003548306090074118
0.00031622776601683794,0.1,1.4433246516158318e6,0.004466401247223068
0.00039810717055349773,0.1,1.8167045398635888e6,0.005621833877497305
0.0005011872336272725,0.1,2.286567102411861e6,0.007075834356903468
0.0006309573444801943,0.1,2.8777803968422636e6,0.008905357460154393
0.0007943282347242822,0.1,3.6215851324677714e6,0.011207078278937296
0.001,0.1,4.557206136071192e6,0.014102378939633965
0.0012589254117941688,0.1,5.733858716912672e6,0.01774355734584553
0.001584893192461114,0.1,7.21323931787275e6,0.022321534555512716
0.001995262314968883,0.1,9.072605667489171e6,0.028075386382039436
0.002511886431509582,0.1,1.1408567496160174e7,0.035304073852568923
0.0031622776601683794,0.1,1.4341722565285103e7,0.044380789506507715
0.003981071705534978,0.1,1.8022280437603053e7,0.05577036028186566
0.005011872336272725,0.1,2.2636811694198426e7,0.0700501331221155
0.006309573444801942,0.1,2.841623298719874e7,0.08793468490496352
0.00794328234724282,0.1,3.564507280899192e7,0.1103044955777654
0.01,0.1,4.4671936278528176e7,0.1382383316788199
0.012589254117941687,0.1,5.592086770389514e7,0.17304840804794475
0.01584893192461114,0.1,6.990295572026287e7,0.2163163001920806
0.01995262314968883,0.1,8.722698909947303e7,0.2699259189325429
0.025118864315095822,0.1,1.0860720642083167e8,0.33608749193908044
0.03162277660168379,0.1,1.3486516970820448e8,0.41734336174284437
0.039810717055349776,0.1,1.6692157933010247e8,0.5165426567569285
0.05011872336272725,0.1,2.057726207304231e8,0.636768095691988
0.06309573444801943,0.1,2.524446060291105e8,0.7811956249488771
0.07943282347242822,0.1,3.079209643171904e8,0.9528684884116315
0.1,0.1,3.730380546404248e8,1.1543748183351366
0.12589254117941687,0.1,4.4835188342347914e8,1.3874351893564394
0.15848931924611143,0.1,5.3398708923339546e8,1.6524352983807093
0.19952623149688828,0.1,6.294914450693804e8,1.9479757185789868
0.25118864315095824,0.1,7.337300887566452e8,2.270544592915348
0.31622776601683794,0.1,8.448578494092338e8,2.6144319977512325
0.39810717055349776,0.1,9.603993765501426e8,2.971977904245987
0.5011872336272725,0.1,1.0774433040795262e9,3.334173023210994
0.6309573444801942,0.1,1.1929241179913807e9,3.6915310512255566
0.7943282347242822,0.1,1.3039366202802503e9,4.03506178641065
1.,0.1,1.408016509184134e9,4.357139390427681
1.e-8,0.12589254117941676,56.82363770808629,1.413402262570844e-7
1.2589254117941661e-8,0.12589254117941676,71.53672056782813,1.7793680152214415e-7
1.5848931924611143e-8,0.12589254117941676,90.05939450545506,2.2400915951041798e-7
1.9952623149688786e-8,0.12589254117941676,113.37805948576413,2.8201082081608324e-7
2.511886431509582e-8,0.12589254117941676,142.73451832272454,3.5503058465909134e-7
3.162277660168379e-8,0.12589254117941676,179.69210977409537,4.469570185453803e-7
3.981071705534969e-8,0.12589254117941676,226.21895983204865,5.626855384101719e-7
5.011872336272725e-8,0.12589254117941676,284.7927902669773,7.083791069618048e-7
6.30957344480193e-8,0.12589254117941676,358.53286998160894,8.917964332759312e-7
7.943282347242822e-8,0.12589254117941676,451.36612497673866,1.122705151326403e-6
1.e-7,0.12589254117941676,568.2362586396665,1.4134019804961426e-6
1.2589254117941662e-7,0.12589254117941676,715.3670248350282,1.7793675681631955e-6
1.584893192461114e-7,0.12589254117941676,900.5936613903617,2.2400908865646645e-6
1.9952623149688787e-7,0.12589254117941676,1133.7801428657601,2.8201070852014914e-6
2.5118864315095823e-7,0.12589254117941676,1427.3444700584193,3.550304066820522e-6
3.162277660168379e-7,0.12589254117941676,1796.9199656105407,4.469567364708272e-6
3.981071705534969e-7,0.12589254117941676,2262.1877968610456,5.626850913522225e-6
5.011872336272725e-7,0.12589254117941676,2847.925052106869,7.083783984228825e-6
6.30957344480193e-7,0.12589254117941676,3585.3241874365076,8.917953103177718e-6
7.943282347242822e-7,0.12589254117941676,4513.654093906397,0.000011227033715583701
1.e-6,0.12589254117941676,5682.351247523762,0.00001413399159755318
1.2589254117941661e-6,0.12589254117941676,7153.652276617458,0.000017793630975930885
1.584893192461114e-6,0.12589254117941676,9005.908128689753,0.000022400838011941692
1.995262314968883e-6,0.12589254117941676,11337.756282884971,0.000028200958556572734
2.5118864315095823e-6,0.12589254117941676,14273.37314563217,0.00003550286269214755
3.162277660168379e-6,0.12589254117941676,17969.086249296783,0.00004469539157448801
3.981071705534969e-6,0.12589254117941676,22621.69823341451,0.00005626806208117995
5.011872336272725e-6,0.12589254117941676,28478.9656683593,0.0000708371313111614
6.309573444801943e-6,0.12589254117941676,35852.790412972274,0.00008917840808917227
7.943282347242822e-6,0.12589254117941676,45135.825423802446,0.00011226855741883874
0.00001,0.12589254117941676,56822.37846337094,0.00014133709529662934
0.000012589254117941661,0.12589254117941676,71534.72549383988,0.00017793183931275172
0.00001584893192461114,0.12589254117941676,90056.23282287347,0.00022400129499543394
0.00001995262314968883,0.12589254117941676,113373.04835872783,0.00028199835651335545
0.000025118864315095822,0.12589254117941676,142726.57659685166,0.0003550108302970693
0.000031622776601683795,0.12589254117941676,179679.522991454,0.00044692571044344743
0.000039810717055349695,0.12589254117941676,226199.01079256088,0.0005626359193142936
0.00005011872336272725,0.12589254117941676,284761.1744282514,0.0007083004677936722
0.00006309573444801943,0.12589254117941676,358482.76422083704,0.000891671802183273
0.00007943282347242822,0.12589254117941676,451286.7151569962,0.0011225076315177533
0.0001,0.12589254117941676,568110.4085212352,0.00141308894698429
0.00012589254117941688,0.12589254117941676,715167.5772527558,0.0017788714719871284
0.00015848931924611142,0.12589254117941676,900277.5809233418,0.0022393046839817316
0.00019952623149688788,0.12589254117941676,1.1332792346712658e6,0.0028188611515306125
0.0002511886431509582,0.12589254117941676,1.4265506747132551e6,0.003548329621344704
0.00031622776601683794,0.12589254117941676,1.7956620663366364e6,0.004466438530960599
0.00039810717055349773,0.12589254117941676,2.2601945230793813e6,0.0056218929466748755
0.0005011872336272725,0.12589254117941676,2.844766648859353e6,0.007075927932241173
0.0006309573444801943,0.12589254117941676,3.580319895299316e6,0.008905505681341143
0.0007943282347242822,0.12589254117941676,4.505725696459681e6,0.011207313022802853
0.001,0.12589254117941676,5.669791308037939e6,0.01410275064304945
0.0012589254117941688,0.12589254117941676,7.13375752327099e6,0.01774414577764672
0.001584893192461114,0.12589254117941676,8.974399803613437e6,0.022322465806098396
0.001995262314968883,0.12589254117941676,1.1287864239587342e7,0.02807685962582219
0.002511886431509582,0.12589254117941676,1.4194389761098025e7,0.035306403438028176
0.0031622776601683794,0.12589254117941676,1.7844085481725674e7,0.04438447102017005
0.003981071705534978,0.12589254117941676,2.2423942281505276e7,0.05577617398048958
0.005011872336272725,0.12589254117941676,2.8166252854533214e7,0.0700593053563375
0.006309573444801942,0.12589254117941676,3.535858193251785e7,0.08794913904135788
0.00794328234724282,0.12589254117941676,4.4355349012466356e7,0.11032724007344152
0.01,0.12589254117941676,5.5590931391056426e7,0.13827405645626997
0.012589254117941687,0.12589254117941676,6.959392611524315e7,0.17310439361015603
0.01584893192461114,0.12589254117941676,8.70017739932246e7,0.21640378939342866
0.01995262314968883,0.12589254117941676,1.085742864834463e8,0.27006216019842666
0.025118864315095822,0.12589254117941676,1.352036691553622e8,0.3362987327981892
0.03162277660168379,0.12589254117941676,1.679173756380688e8,0.41766914311319475
0.039810717055349776,0.12589254117941676,2.0786860828476796e8,0.5170418080471025
0.05011872336272725,0.12589254117941676,2.5630772857761243e8,0.6375268131812738
0.06309573444801943,0.12589254117941676,3.145267541125055e8,0.7823378573965879
0.07943282347242822,0.12589254117941676,3.837693841520894e8,0.9545684550083119
0.1,0.12589254117941676,4.651018703583333e8,1.156870746191371
0.12589254117941687,0.12589254117941676,5.592468770333636e8,1.3910422493900632
0.15848931924611143,0.12589254117941676,6.66393931960448e8,1.6575543863767481
0.19952623149688828,0.12589254117941676,7.860149444958117e8,1.9550936113326383
0.25118864315095824,0.12589254117941676,9.167272874311267e8,2.280220847633572
0.31622776601683794,0.12589254117941676,1.0562528156960405e9,2.6272695530542087
0.39810717055349776,0.12589254117941676,1.2015112498134475e9,2.9885779970269795
0.5011872336272725,0.12589254117941676,1.3488576758129587e9,3.3550800058521766
0.6309573444801942,0.12589254117941676,1.4944331663104186e9,3.7171770797453
0.7943282347242822,0.12589254117941676,1.6345605973077676e9,4.065722927421396
1.,0.12589254117941676,1.7661019922494302e9,4.392912305533275
1.e-8,0.15848931924611143,70.85979852135763,1.4134022628674172e-7
1.2589254117941661e-8,0.15848931924611143,89.20719995420022,1.7793680156914783e-7
1.5848931924611143e-8,0.15848931924611143,112.30521000333526,2.2400915958491378e-7
1.9952623149688786e-8,0.15848931924611143,141.38388141217445,2.8201082093415116e-7
2.511886431509582e-8,0.15848931924611143,177.99175882422762,3.550305848462164e-7
3.162277660168379e-8,0.15848931924611143,224.07834602273275,4.4695701884195335e-7
3.981071705534969e-8,0.15848931924611143,282.0979182406885,5.626855388802088e-7
5.011872336272725e-8,0.15848931924611143,355.1402301936508,7.083791077067629e-7
6.30957344480193e-8,0.15848931924611143,447.0950475657862,8.9179643445661e-7
7.943282347242822e-8,0.15848931924611143,562.859296299413,1.122705153197653e-6
1.e-7,0.15848931924611143,708.5978399716188,1.4134019834618733e-6
1.2589254117941662e-7,0.15848931924611143,892.0717766729114,1.7793675728635613e-6
1.584893192461114e-7,0.15848931924611143,1123.0517478007105,2.2400908940142418e-6
1.9952623149688787e-7,0.15848931924611143,1413.8382567252468,2.8201070970082735e-6
2.5118864315095823e-7,0.15848931924611143,1779.916708118452,3.550304085533006e-6
3.162277660168379e-7,0.15848931924611143,2240.7820543707353,4.469567394365553e-6
3.981071705534969e-7,0.15848931924611143,2820.976962824235,5.626850960525831e-6
5.011872336272725e-7,0.15848931924611143,3551.3987800254376,7.083784058724485e-6
6.30957344480193e-7,0.15848931924611143,4470.944897863406,8.917953221245314e-6
7.943282347242822e-7,0.15848931924611143,5628.584126620943,0.000011227033902708096
1.e-6,0.15848931924611143,7085.964388821478,0.000014133991894125088
1.2589254117941661e-6,0.15848931924611143,8920.695562133811,0.000017793631445965147
1.584893192461114e-6,0.15848931924611143,11230.48229377815,0.00002240083875689472
1.995262314968883e-6,0.15848931924611143,14138.326802603411,0.000028200959737241585
2.5118864315095823e-6,0.15848931924611143,17799.07869458593,0.000035502864563377304
3.162277660168379e-6,0.15848931924611143,22407.68046475553,0.00004469539454017878
3.981071705534969e-6,0.15848931924611143,28209.547622968115,0.000056268066781466076
5.011872336272725e-6,0.15848931924611143,35513.635950923155,0.000070837138760579
6.309573444801943e-6,0.15848931924611143,44708.89132751431,0.0000891784198956359
7.943282347242822e-6,0.15848931924611143,56284.957455205564,0.00011226857613068762
0.00001,0.15848931924611143,70858.24314396035,0.000141337124952642
0.000012589254117941661,0.15848931924611143,89204.7356108477,0.00017793188631382717
0.00001584893192461114,0.15848931924611143,112301.30447877852,0.00022400136948604672
0.00001995262314968883,0.15848931924611143,141377.69169880185,0.00028199847457088226
0.000025118864315095822,0.15848931924611143,177981.9491732821,0.0003550110174013733
0.000031622776601683795,0.15848931924611143,224062.79793736502,0.00044692600697527273
0.000039810717055349695,0.15848931924611143,282073.2775296341,0.0005626363892685812
0.00005011872336272725,0.15848931924611143,355101.1778182734,0.000708301212587139
0.00006309573444801943,0.15848931924611143,447033.1558092918,0.0008916729825337643
0.00007943282347242822,0.15848931924611143,562761.2084075868,0.0011225095021123379
0.0001,0.15848931924611143,708442.3874882583,0.0014130919114078374
0.00012589254117941688,0.15848931924611143,891825.4152946229,0.0017788761697450333
0.00015848931924611142,0.15848931924611143,1.1226613200010827e6,0.0022393121283554164
0.00019952623149688788,0.15848931924611143,1.4132195260174838e6,0.002818872947931704
0.0002511886431509582,0.15848931924611143,1.7789361967849892e6,0.0035483483131197487
0.00031622776601683794,0.15848931924611143,2.2392282710752855e6,0.00446646814692961
0.00039810717055349773,0.15848931924611143,2.8185148256531884e6,0.005621939867875025
0.0005011872336272725,0.15848931924611143,3.54749743946976e6,0.007076002263537794
0.0006309573444801943,0.15848931924611143,4.464763450703903e6,0.00890562342113099
0.0007943282347242822,0.15848931924611143,5.6187907062847875e6,0.011207499493491374
0.001,0.15848931924611143,7.070449866541015e6,0.014103045911531373
0.0012589254117941688,0.15848931924611143,8.896120661730066e6,0.01774461321345471
0.001584893192461114,0.15848931924611143,1.1191561518324103e7,0.022323205580108686
0.001995262314968883,0.15848931924611143,1.4076696944465335e7,0.0280780299751458
0.002511886431509582,0.15848931924611143,1.77015122934836e7,0.0353082541126411
0.0031622776601683794,0.15848931924611143,2.2253267739321332e7,0.04438739578571822
0.003981071705534978,0.15848931924611143,2.7965256703381177e7,0.055780792829306904
0.005011872336272725,0.15848931924611143,3.5127328880018435e7,0.07006659283289489
0.006309573444801942,0.15848931924611143,4.409835892211791e7,0.08796062375675094
0.00794328234724282,0.15848931924611143,5.5320744963290274e7,0.11034531335401927
0.01,0.15848931924611143,6.933683140324481e7,0.1383024468170639
0.012589254117941687,0.15848931924611143,8.680681863438539e7,0.1731488903454399
0.01584893192461114,0.15848931924611143,1.0852718427386616e8,0.21647333498628424
0.01995262314968883,0.15848931924611143,1.3544781998650756e8,0.27017047853292353
0.025118864315095822,0.15848931924611143,1.6868491155513874e8,0.33646671670814304
0.03162277660168379,0.15848931924611143,2.095250197924867e8,0.4179282831395539
0.039810717055349776,0.15848931924611143,2.594139189922072e8,0.5174389860184333
0.05011872336272725,0.15848931924611143,3.199217865024035e8,0.6381307736150506
0.06309573444801943,0.15848931924611143,3.926749268456278e8,0.7832475480545352
0.07943282347242822,0.15848931924611143,4.792444486868834e8,0.955923115254865
0.1,0.15848931924611143,5.809857612350222e8,1.1588610370349024
0.12589254117941687,0.15848931924611143,6.988311196034313e8,1.39392083250779
0.15848931924611143,0.15848931924611143,8.330516392475868e8,1.6616432810847503
0.19952623149688828,0.15848931924611143,9.830238259059888e8,1.9607847323105105
0.25118864315095824,0.15848931924611143,1.1470535232727897e9,2.287965943758681
0.31622776601683794,0.15848931924611143,1.3223182087716534e9,2.637556981516744
0.39810717055349776,0.15848931924611143,1.504977008693763e9,3.001896661462289
0.5011872336272725,0.15848931924611143,1.6904626045992343e9,3.3718747992554077
0.6309573444801942,0.15848931924611143,1.8739181958883336e9,3.737803796068007
0.7943282347242822,0.15848931924611143,2.0506955251341088e9,4.090412022917732
1.,0.15848931924611143,2.2168087324109764e9,4.421749099476815
1.e-8,0.19952623149688797,88.53027716285803,1.413402263102994e-7
1.2589254117941661e-8,0.19952623149688797,111.45301523158051,1.779368016064842e-7
1.5848931924611143e-8,0.19952623149688797,140.31103250814425,2.240091596440879e-7
1.9952623149688786e-8,0.19952623149688797,176.6411220102373,2.8201082102793587e-7
2.511886431509582e-8,0.19952623149688797,222.37799523897957,3.5503058499485504e-7
3.162277660168379e-8,0.19952623149688797,279.9573052133955,4.469570190775299e-7
3.981071705534969e-8,0.19952623149688797,352.4453599734394,5.626855392535722e-7
5.011872336272725e-8,0.19952623149688797,443.7024098849197,7.083791082985041e-7
6.30957344480193e-8,0.19952623149688797,558.5882224057891,8.917964353944567e-7
7.943282347242822e-8,0.19952623149688797,703.2208833426482,1.1227051546840396e-6
1.e-7,0.19952623149688797,885.3026003409443,1.4134019858176373e-6
1.2589254117941662e-7,0.19952623149688797,1114.5298785069235,1.7793675765971948e-6
1.584893192461114e-7,0.19952623149688797,1403.1098860619684,2.240090899931651e-6
1.9952623149688787e-7,0.19952623149688797,1766.4105333249604,2.8201071063867337e-6
2.5118864315095823e-7,0.19952623149688797,2223.7788572183194,3.5503041003968614e-6
3.162277660168379e-7,0.19952623149688797,2799.571316708339,4.469567417923169e-6
3.981071705534969e-7,0.19952623149688797,3524.450844573386,5.626850997862121e-6
5.011872336272725e-7,0.19952623149688797,4437.019732528748,7.083784117898492e-6
6.30957344480193e-7,0.19952623149688797,5585.875314670143,8.91795331502974e-6
7.943282347242822e-7,0.19952623149688797,7032.1978763933885,0.000011227034051346288
1.e-6,0.19952623149688797,8853.00863806809,0.000014133992129700538
1.2589254117941661e-6,0.19952623149688797,11145.271255314132,0.000017793631819326645
1.584893192461114e-6,0.19952623149688797,14031.055234024,0.000022400839348631982
1.995262314968883e-6,0.19952623149688797,17664.036188304533,0.000028200960675080252
2.5118864315095823e-6,0.19952623149688797,22237.67898953367,0.00003550286604974806
3.162277660168379e-6,0.19952623149688797,27995.539489212813,0.00004469539689591098
3.981071705534969e-6,0.19952623149688797,35244.233175894864,0.000056268070515036624
5.011872336272725e-6,0.19952623149688797,44369.76106795659,0.00007083714467786286
6.309573444801943e-6,0.19952623149688797,55858.06171833075,0.00008917842927384551
7.943282347242822e-6,0.19952623149688797,70320.88292923443,0.00011226859099404193
0.00001,0.19952623149688797,88528.34961094131,0.00014133714850925907
0.000012589254117941661,0.19952623149688797,111449.95996940238,0.00017793192364812618
0.00001584893192461114,0.19952623149688797,140306.1898330137,0.00022400142865607901
0.00001995262314968883,0.19952623149688797,176633.4478333488,0.00028199856834737957
0.000025118864315095822,0.19952623149688797,222365.83200417142,0.00035501116602374534
0.000031622776601683795,0.19952623149688797,279938.0280767087,0.00044692624251915455
0.000039810717055349695,0.19952623149688797,352414.8077513203,0.0005626367625671004
0.00005011872336272725,0.19952623149688797,443653.98915306316,0.0007083018041987348
0.00006309573444801943,0.19952623149688797,558511.4838615366,0.0008916739201217137
0.00007943282347242822,0.19952623149688797,703099.2646543136,0.0011225109879828754
0.0001,0.19952623149688797,885109.856427896,0.0014130942661420244
0.00012589254117941688,0.19952623149688797,1.1142244164385372e6,0.0017788799013244594
0.00015848931924611142,0.19952623149688797,1.4026257963436893e6,0.0022393180416668975
0.00019952623149688788,0.19952623149688797,1.7656433712491256e6,0.0028188823182165195
0.0002511886431509582,0.19952623149688797,2.222563124727113e6,0.003548363160664764
0.00031622776601683794,0.19952623149688797,2.7976447837008624e6,0.00446649167200989
0.00039810717055349773,0.19952623149688797,3.5213980396108734e6,0.005621977139267273
0.0005011872336272725,0.19952623149688797,4.4321824513427755e6,0.007076061308098347
0.0006309573444801943,0.19952623149688797,5.578210907480616e6,0.008905716947389097
0.0007943282347242822,0.19952623149688797,7.020054932447144e6,0.011207647616846301
0.001,0.19952623149688797,8.83377198718737e6,0.014103280460434674
0.0012589254117941688,0.19952623149688797,1.1114800395581163e7,0.017744984528465835
0.001584893192461114,0.19952623149688797,1.3982796407593278e7,0.022323793238436106
0.001995262314968883,0.19952623149688797,1.7587619291915383e7,0.02807895968619227
0.002511886431509582,0.19952623149688797,2.2116702154421225e7,0.03530972429400902
0.0031622776601683794,0.19952623149688797,2.78040743664337e7,0.04438971928428385
0.003981071705534978,0.19952623149688797,3.494131889275342e7,0.05578446225652612
0.005011872336272725,0.19952623149688797,4.3890742433033526e7,0.07007238256178809
0.006309573444801942,0.19952623149688797,5.510098891164915e7,0.08796974852820003
0.00794328234724282,0.19952623149688797,6.912520790503077e7,0.1103596736914376
0.01,0.19952623149688797,8.66416554658043e7,0.13832500639171658
0.012589254117941687,0.19952623149688797,1.0847619426316755e8,0.1731842516643039
0.01584893192461114,0.19952623149688797,1.356254925860069e8,0.21652860887732464
0.01995262314968883,0.19952623149688797,1.6927870217110103e8,0.2702565807856771
0.025118864315095822,0.19952623149688797,2.1083392978291172e8,0.3366002707129964
0.03162277660168379,0.19952623149688797,2.6190385700463018e8,0.4181343546520649
0.039810717055349776,0.19952623149688797,3.243024798551139e8,0.5177549108178465
0.05011872336272725,0.19952623149688797,4.00002461553983e8,0.6386113325477106
0.06309573444801943,0.19952623149688797,4.910507750605327e8,0.7839716500536376
0.07943282347242822,0.19952623149688797,5.994305103999544e8,0.9570019032610559
0.1,0.19952623149688797,7.268608935537283e8,1.160446868266388
0.12589254117941687,0.19952623149688797,8.745378589748392e8,1.3962158765564798
0.15848931924611143,0.19952623149688797,1.0428351461174797e9,1.664905610086585
0.19952623149688828,0.19952623149688797,1.2310092296849577e9,1.965329016960429
0.25118864315095824,0.19952623149688797,1.4369740655871875e9,2.294155689182652
0.31622776601683794,0.19952623149688797,1.6572223608583767e9,2.6457861686253734
0.39810717055349776,0.19952623149688797,1.88695648594916e9,3.0125609509253253
0.5011872336272725,0.19952623149688797,2.1204487561579266e9,3.3853356814565436
0.6309573444801942,0.19952623149688797,2.3515869196887813e9,3.7543520371100176
0.7943282347242822,0.19952623149688797,2.57450068543351e9,4.110237989492483
1.,0.19952623149688797,2.7841369679257913e9,4.444926194141635
1.e-8,0.25118864315095807,110.77609408012724,1.4134022632901186e-7
1.2589254117941661e-8,0.25118864315095807,139.45883755484837,1.7793680163614152e-7
1.5848931924611143e-8,0.25118864315095807,175.56827327381484,2.240091596910916e-7
1.9952623149688786e-8,0.25118864315095807,221.02735874773546,2.820108211024317e-7
2.511886431509582e-8,0.25118864315095807,278.25695570463444,3.5503058511292297e-7
3.162277660168379e-8,0.25118864315095807,350.3047482110185,4.469570192646549e-7
3.981071705534969e-8,0.25118864315095807,441.0075419793445,5.626855395501453e-7
5.011872336272725e-8,0.25118864315095807,555.1955890508623,7.083791087685408e-7
6.30957344480193e-8,0.25118864315095807,698.9498145076997,8.917964361394147e-7
7.943282347242822e-8,0.25118864315095807,879.9256521048944,1.1227051558647184e-6
1.e-7,0.25118864315095807,1107.7607148214654,1.4134019876888868e-6
1.2589254117941662e-7,0.25118864315095807,1394.5880351028975,1.7793675795629257e-6
1.584893192461114e-7,0.25118864315095807,1755.682193095402,2.2400909046320166e-6
