"Relative Energy Availability (fraction of Earth)","P Concentration (mol/m^3)","Steady State Biomass (cells/ml)","Flow (Mortality) Rate (same units as growth rate)"
0.00794328234724282,1.2589254117941675,4.254920501885052e8,0.11040637078419416
0.01,1.2589254117941675,5.333696632344464e8,0.13839837613420597
0.012589254117941687,1.2589254117941675,6.678732739616588e8,0.1732992761890559
0.01584893192461114,1.2589254117941675,8.351666648562639e8,0.21670844478967297
0.01995262314968883,1.2589254117941675,1.0426142451950318e9,0.2705367935520506
0.025118864315095822,1.2589254117941675,1.2988900544743617e9,0.33703505599849914
0.03162277660168379,1.2589254117941675,1.614022882443663e9,0.4188054952714214
0.039810717055349776,1.2589254117941675,1.9993285783625338e9,0.5187843397881056
0.05011872336272725,1.2589254117941675,2.467164877517031e9,0.6401781658017137
0.06309573444801943,1.2589254117941675,3.030431812676112e9,0.786334264525765
0.07943282347242822,1.2589254117941675,3.7017400985561466e9,0.9605248551338323
0.1,1.2589254117941675,4.492192779249376e9,1.1656309475116184
0.12589254117941687,1.2589254117941675,5.409785599449736e9,1.4037272717345353
0.15848931924611143,1.2589254117941675,6.457537790523557e9,1.6755972557833545
0.19952623149688828,1.2589254117941675,7.631609630304199e9,1.9802445713152794
0.25118864315095824,1.2589254117941675,8.919809650975727e9,2.31450578504056
0.31622776601683794,1.2589254117941675,1.0300974314819992e10,2.672889397432049
0.39810717055349776,1.2589254117941675,1.1745636967860153e10,3.0477494223349066
0.5011872336272725,1.2589254117941675,1.3218148741856428e10,3.429835717089178
0.6309573444801942,1.2589254117941675,1.468001896132666e10,3.8091607489380648
0.7943282347242822,1.2589254117941675,1.6093852219287588e10,4.176021184606146
1.,1.2589254117941675,1.7427052899011448e10,4.52195913693715
1.e-8,1.584893192461114,685.0687881172413,1.4134022638982774e-7
1.2589254117941661e-8,1.584893192461114,862.450499430381,1.7793680173252815e-7
1.5848931924611143e-8,1.584893192461114,1085.7608451462204,2.240091598438541e-7
1.9952623149688786e-8,1.584893192461114,1366.8919063771202,2.820108213445439e-7
2.511886431509582e-8,1.584893192461114,1720.8149307552912,3.550305854966451e-7
3.162277660168379e-8,1.584893192461114,2166.377621172262,4.469570198728134e-7
3.981071705534969e-8,1.584893192461114,2727.3077864840398,5.626855405140118e-7
5.011872336272725e-8,1.584893192461114,3433.4770069201268,7.08379110296166e-7
6.30957344480193e-8,1.584893192461114,4322.49132957355,8.917964385605373e-7
7.943282347242822e-8,1.584893192461114,5441.6939891177735,1.1227051597019388e-6
1.e-7,1.584893192461114,6850.686549586417,1.4134019937704707e-6
1.2589254117941662e-7,1.584893192461114,8624.502911504815,1.7793675892015853e-6
1.584893192461114e-7,1.584893192461114,10857.605125837128,2.240090919908261e-6
1.9952623149688787e-7,1.584893192461114,13668.91381440914,2.820107138047521e-6
2.5118864315095823e-7,1.584893192461114,17208.141066253527,3.5503041505758157e-6
3.162277660168379e-7,1.584893192461114,21663.76308244655,4.46956749745143e-6
3.981071705534969e-7,1.584893192461114,27273.057118626453,5.626851123905877e-6
5.011872336272725e-7,1.584893192461114,34334.73715109817,7.083784317664292e-6
6.30957344480193e-7,1.584893192461114,43224.86119015431,8.917953631637024e-6
7.943282347242822e-7,1.584893192461114,54416.85730315542,0.00001122703455313466
1.e-6,1.584893192461114,68506.73456446874,0.00001413399292498081
1.2589254117941661e-6,1.584893192461114,86244.82159839376,0.000017793633079759535
1.584893192461114e-6,1.584893192461114,108575.72239811807,0.000022400841346280675
1.995262314968883e-6,1.584893192461114,136688.61691707894,0.00002820096384113448
2.5118864315095823e-6,1.584893192461114,172080.58455299167,0.0000355028710675947
3.162277660168379e-6,1.584893192461114,216636.3215626615,0.000044695404848639704
3.981071705534969e-6,1.584893192461114,272728.4961278013,0.00005626808311921784
5.011872336272725e-6,1.584893192461114,343344.08273730864,0.00007083716465405524
6.309573444801943e-6,1.584893192461114,432243.3996177037,0.00008917846093380005
7.943282347242822e-6,1.584893192461114,544160.3120621537,0.00011226864117133556
0.00001,1.584893192461114,685054.2529985342,0.00014133722803420632
0.000012589254117941661,1.584893192461114,862427.4656944893,0.00017793204968526933
0.00001584893192461114,1.584893192461114,1.0857243371380693e6,0.0002240016284086872
0.00001995262314968883,1.584893192461114,1.3668340475331042e6,0.0002819988849283379
0.000025118864315095822,1.584893192461114,1.7207232393450802e6,0.00035501166775959693
0.000031622776601683795,1.584893192461114,2.1662322957067024e6,0.0004469270376946352
0.000039810717055349695,1.584893192461114,2.727077471172396e6,0.0005626380227909047
0.00005011872336272725,1.584893192461114,3.433111985668965e6,0.0007083038014302742
0.00006309573444801943,1.584893192461114,4.321912832958713e6,0.00089167708534364
0.00007943282347242822,1.584893192461114,5.440777164019e6,0.0011225160041689415
0.0001,1.584893192461114,6.8492335399026815e6,0.001413102215557692
0.00012589254117941688,1.584893192461114,8.622200172914159e6,0.0017788924988958166
0.00015848931924611142,1.584893192461114,1.085395578601025e7,0.0022393380046723237
0.00019952623149688788,1.584893192461114,1.36631305029714e7,0.002818913951863192
0.0002511886431509582,1.584893192461114,1.7198976139691208e7,0.0035484132854763633
0.00031622776601683794,1.584893192461114,2.1649239663416605e7,0.004466571092264377
0.00039810717055349773,1.584893192461114,2.7250043051655717e7,0.00562210296757784
0.0005011872336272725,1.584893192461114,3.429827029324942e7,0.007076260644173607
0.0006309573444801943,1.584893192461114,4.316708104226243e7,0.008906032697613543
0.0007943282347242822,1.584893192461114,5.43253136786004e7,0.011208147696065617
0.001,1.584893192461114,6.83617109981254e7,0.014104072332757532
0.0012589254117941688,1.584893192461114,8.601510090650135e7,0.01774623816726786
0.001584893192461114,1.584893192461114,1.082118910542004e8,0.022325777345373506
0.001995262314968883,1.584893192461114,1.361124839786533e8,0.028082098756699498
0.002511886431509582,1.584893192461114,1.7116847281913948e8,0.03531468839033206
0.0031622776601683794,1.584893192461114,2.151927071343816e8,0.04439756499056011
0.003981071705534978,1.584893192461114,2.7044447027628195e8,0.05579685345902876
0.005011872336272725,1.584893192461114,3.397319940365814e8,0.07009193520295595
0.006309573444801942,1.584893192461114,4.2653420787535733e8,0.08800056687338241
0.00794328234724282,1.584893192461114,5.351427548671422e8,0.11040818043896174
0.01,1.584893192461114,6.708235723178184e8,0.13840121975221853
0.012589254117941687,1.584893192461114,8.39994262479339e8,0.17330373485582684
0.01584893192461114,1.584893192461114,1.050408445967306e9,0.2167154169278824
0.01995262314968883,1.584893192461114,1.3113305489696488e9,0.27054765957115257
0.025118864315095822,1.584893192461114,1.6336732706386464e9,0.33705192045019944
0.03162277660168379,1.584893192461114,2.0300548480717053e9,0.4188315359376117
0.039810717055349776,1.584893192461114,2.514714608029474e9,0.5188242981346936
0.05011872336272725,1.584893192461114,3.1032054693258476e9,0.6402390133854323
0.06309573444801943,1.584893192461114,3.811766588051978e9,0.7864260693379506
0.07943282347242822,1.584893192461114,4.656278390555616e9,0.9606618421772992
0.1,1.584893192461114,5.650730906236211e9,1.1658326901251517
0.12589254117941687,1.584893192461114,6.805211829189626e9,1.404019859614956
0.15848931924611143,1.584893192461114,8.123554224521776e9,1.6760141709278356
0.19952623149688828,1.584893192461114,9.6009657815637e9,1.980826896670499
0.25118864315095824,1.584893192461114,1.1222146117600138e10,2.315301332579933
0.31622776601683794,1.584893192461114,1.2960499861584751e10,2.673950444591638
0.39810717055349776,1.584893192461114,1.4778971107418108e10,3.0491290293841735
0.5011872336272725,1.584893192461114,1.6632705869425192e10,3.4315830198908106
0.6309573444801942,1.584893192461114,1.8473252196508595e10,3.81131603344407
0.7943282347242822,1.584893192461114,2.0253515601096428e10,4.178611752978592
1.,1.584893192461114,2.1932426246562233e10,4.524996839573856
1.e-8,1.9952623149688808,861.7735853599448,1.413402263921835e-7
1.2589254117941661e-8,1.9952623149688808,1084.9086592750552,1.7793680173626177e-7
1.5848931924611143e-8,1.9952623149688808,1365.8190616451398,2.2400915984977156e-7
1.9952623149688786e-8,1.9952623149688808,1719.4643116594302,2.8201082135392243e-7
2.511886431509582e-8,1.9952623149688808,2164.677289259865,3.55030585511509e-7
3.162277660168379e-8,1.9952623149688808,2725.167212792823,4.4695701989637115e-7
3.981071705534969e-8,1.9952623149688808,3430.7821987464254,5.626855405513481e-7
5.011872336272725e-8,1.9952623149688808,4319.098802952348,7.083791103553402e-7
6.30957344480193e-8,1.9952623149688808,5437.423088384273,8.917964386543218e-7
7.943282347242822e-8,1.9952623149688808,6845.309851946408,1.1227051598505776e-6
1.e-7,1.9952623149688808,8617.734152892723,1.4134019940060473e-6
1.2589254117941662e-7,1.9952623149688808,10849.083927161882,1.7793675895749487e-6
1.584893192461114e-7,1.9952623149688808,13658.186512281587,2.2400909205000015e-6
1.9952623149688787e-7,1.9952623149688808,17194.636578180576,2.8201071389853667e-6
2.5118864315095823e-7,1.9952623149688808,21646.76256828804,3.5503041520622005e-6
3.162277660168379e-7,1.9952623149688808,27251.65570882769,4.469567499807191e-6
3.981071705534969e-7,1.9952623149688808,34307.79592455206,5.626851127639506e-6
5.011872336272725e-7,1.9952623149688808,43190.94665607552,7.083784323581695e-6
6.30957344480193e-7,1.9952623149688808,54374.16534466519,8.917953641015466e-6
7.943282347242822e-7,1.9952623149688808,68452.99476485753,0.000011227034567998482
1.e-6,1.9952623149688808,86177.1770197787,0.000014133992948538357
1.2589254117941661e-6,1.9952623149688808,108490.57845476345,0.00001779363311709569
1.584893192461114e-6,1.9952623149688808,136581.45168971104,0.000022400841405454417
1.995262314968883e-6,1.9952623149688808,171945.71060103356,0.00002820096393491837
2.5118864315095823e-6,1.9952623149688808,216466.58722873905,0.00003550287121623183
3.162277660168379e-6,1.9952623149688808,272514.91137448617,0.000044695405084213025
3.981071705534969e-6,1.9952623149688808,343075.35097833816,0.00005626808349257508
5.011872336272725e-6,1.9952623149688808,431905.33282906417,0.00007083716524578402
6.309573444801943e-6,1.9952623149688808,543735.1018063744,0.00008917846187162176
7.943282347242822e-6,1.9952623149688808,684519.5640691922,0.00011226864265767255
0.00001,1.9952623149688808,861755.313361674,0.00014133723038987109
0.000012589254117941661,1.9952623149688808,1.084879702449135e6,0.00017793205341870536
0.00001584893192461114,1.9952623149688808,1.3657731798449247e6,0.0002240016343257027
0.00001995262314968883,1.9952623149688808,1.7193915917137205e6,0.0002819988943060121
0.000025118864315095822,1.9952623149688808,2.164562040432553e6,0.00035501168262188303
0.000031622776601683795,1.9952623149688808,2.7249845539712636e6,0.00044692706124912086
0.000039810717055349695,1.9952623149688808,3.4304927050433327e6,0.0005626380601209509
0.00005011872336272725,1.9952623149688808,4.318639990685373e6,0.0007083038605918218
0.00006309573444801943,1.9952623149688808,5.436695941817099e6,0.000891677179103209
0.00007943282347242822,1.9952623149688808,6.844157454447031e6,0.0011225161527575395
0.0001,1.9952623149688808,8.615907798199596e6,0.0014131024510341914
0.00012589254117941688,1.9952623149688808,1.0846189501206838e7,0.0017788928720599056
0.00015848931924611142,1.9952623149688808,1.3653599466965191e7,0.0022393385960157324
0.00019952623149688788,1.9952623149688808,1.7187367240133107e7,0.002818914888916131
0.0002511886431509582,1.9952623149688808,2.1635242701697927e7,0.0035484147702796462
0.00031622776601683794,1.9952623149688808,2.7233400484654274e7,0.004466573444869698
0.00039810717055349773,1.9952623149688808,3.4278868371866606e7,0.005622106694911088
0.0005011872336272725,1.9952623149688808,4.31451096112406e7,0.007076266549016529
0.0006309573444801943,1.9952623149688808,5.430153850642744e7,0.008906042051010605
0.0007943282347242822,1.9952623149688808,6.833792886152586e7,0.011208162509938337
0.001,1.9952623149688808,8.59948893448865e7,0.014104095790710971
0.0012589254117941688,1.9952623149688808,1.082018304308009e8,0.01774627530487048
0.001584893192461114,1.9952623149688808,1.361241326951633e8,0.02232583612335479
0.001995262314968883,1.9952623149688808,1.712215379211993e8,0.028082191751979676
0.002511886431509582,1.9952623149688808,2.1532010363392493e8,0.03531483545654528
0.0031622776601683794,1.9952623149688808,2.7070035075734216e8,0.04439779743594159
0.003981071705534978,1.9952623149688808,3.402044258424294e8,0.05579722059134909
0.005011872336272725,1.9952623149688808,4.2736508048565817e8,0.07009251455165452
0.006309573444801942,1.9952623149688808,5.3655885887198216e8,0.08800148009417431
0.00794328234724282,1.9952623149688808,6.731847981145296e8,0.1104096179411158
0.01,1.9952623149688808,8.438677674841523e8,0.13840347860157076
0.012589254117941687,1.9952623149688808,1.0566817115082603e9,0.1733072766642346
0.01584893192461114,1.9952623149688808,1.32138173592142e9,0.21672095541383807
0.01995262314968883,1.9952623149688808,1.6496242427694392e9,0.27055629137898146
0.025118864315095822,1.9952623149688808,2.055140231317206e9,0.33706531756313457
0.03162277660168379,1.9952623149688808,2.5538078520079255e9,0.4188522230819079
0.039810717055349776,1.9952623149688808,3.16354686102223e9,0.5188560425644901
0.05011872336272725,1.9952623149688808,3.903932660649471e9,0.6402873545828629
0.06309573444801943,1.9952623149688808,4.795408096109179e9,0.7864990077703304
0.07943282347242822,1.9952623149688808,5.857969895468516e9,0.9607706827021947
0.1,1.9952623149688808,7.10924256461144e9,1.1659929897524577
0.12589254117941687,1.9952623149688808,8.561947385776388e9,1.4042523573663281
0.15848931924611143,1.9952623149688808,1.0220941968601133e10,1.6763454862799407
0.19952623149688828,1.9952623149688808,1.2080234769465055e10,1.9812896982690038
0.25118864315095824,1.9952623149688808,1.41206115422736e10,2.3159336482997817
0.31622776601683794,1.9952623149688808,1.6308638698966555e10,2.6747938648285485
0.39810717055349776,1.9952623149688808,1.8597706111338642e10,3.050225780625408
0.5011872336272725,1.9952623149688808,2.093137133041767e10,3.432972221071839
0.6309573444801942,1.9952623149688808,2.3248641989886044e10,3.813029775690789
0.7943282347242822,1.9952623149688808,2.5490213247038845e10,4.180671806204854
1.,1.9952623149688808,2.760434688151578e10,4.527412682577627
1.e-8,2.5118864315095824,1084.2317413966045,1.4134022639405475e-7
1.2589254117941661e-8,2.5118864315095824,1364.9668790108178,1.7793680173922752e-7
1.5848931924611143e-8,2.5118864315095824,1718.3914795538444,2.240091598544719e-7
1.9952623149688786e-8,2.5118864315095824,2163.3266838613285,2.82010821361372e-7
2.511886431509582e-8,2.5118864315095824,2723.4669018814825,3.550305855233157e-7
3.162277660168379e-8,2.5118864315095824,3428.641644695255,4.469570199150836e-7
3.981071705534969e-8,2.5118864315095824,4316.404018221159,5.626855405810054e-7
5.011872336272725e-8,2.5118864315095824,5434.030589823124,7.083791104023438e-7
6.30957344480193e-8,2.5118864315095824,6841.039000557959,8.917964387288177e-7
7.943282347242822e-8,2.5118864315095824,8612.357543895825,1.1227051599686453e-6
1.e-7,2.5118864315095824,10842.315303544457,1.413401994193172e-6
1.2589254117941662e-7,2.5118864315095824,13649.66549822146,1.7793675898715219e-6
1.584893192461114e-7,2.5118864315095824,17183.909565861315,2.2400909209700387e-6
1.9952623149688787e-7,2.5118864315095824,21633.258561166953,2.820107139730324e-6
2.5118864315095823e-7,2.5118864315095824,27234.655963334797,3.5503041532428785e-6
3.162277660168379e-7,2.5118864315095824,34286.395728081436,4.46956750167844e-6
3.981071705534969e-7,2.5118864315095824,43164.007367100756,5.626851130605234e-6
5.011872336272725e-7,2.5118864315095824,54340.25387022684,7.083784328282052e-6
6.30957344480193e-7,2.5118864315095824,68410.30765690221,8.917953648465029e-6
7.943282347242822e-7,2.5118864315095824,86123.44490837032,0.000011227034579805234
1.e-6,2.5118864315095824,108422.94605632646,0.000014133992967250784
1.2589254117941661e-6,2.5118864315095824,136496.32705918478,0.000017793633146752855
1.584893192461114e-6,2.5118864315095824,171838.5759737063,0.00002240084145245779
1.995262314968883e-6,2.5118864315095824,216331.76178001112,0.000028200964009413566
2.5118864315095823e-6,2.5118864315095824,272345.2539194454,0.000035502871334298496
3.162277660168379e-6,2.5118864315095824,342861.8880622294,0.000044695405271335566
3.981071705534969e-6,2.5118864315095824,431636.79417955223,0.00005626808378914329
5.011872336272725e-6,2.5118864315095824,543397.3410667246,0.00007083716571581089
6.309573444801943e-6,2.5118864315095824,684094.8388768442,0.00008917846261656007
7.943282347242822e-6,2.5118864315095824,861221.3931888631,0.00011226864383831201
0.00001,2.5118864315095824,1.084208768507623e6,0.00014133723226104222
0.000012589254117941661,2.5118864315095824,1.364930476174273e6,0.00017793205638427914
0.00001584893192461114,2.5118864315095824,1.7183337844224682e6,0.00022400163902575542
0.00001995262314968883,2.5118864315095824,2.163235243123685e6,0.00028199890175496393
0.000025118864315095822,2.5118864315095824,2.7233219857428703e6,0.00035501169442741734
0.000031622776601683795,2.5118864315095824,3.4284119705929137e6,0.0004469270799591157
0.000039810717055349695,2.5118864315095824,4.316040017678609e6,0.0005626380897732643
0.00005011872336272725,2.5118864315095824,5.433453698546614e6,0.0007083039075855166
0.00006309573444801943,2.5118864315095824,6.840124725389121e6,0.0008916772535790961
0.00007943282347242822,2.5118864315095824,8.61090856319519e6,0.0011225162707856865
0.0001,2.5118864315095824,1.0840018914295403e7,0.0014131026380798798
0.00012589254117941688,2.5118864315095824,1.364602617894582e7,0.0017788931684747894
0.00015848931924611142,2.5118864315095824,1.7178142035804845e7,0.002239339065736721
0.00019952623149688788,2.5118864315095824,2.1624118417675897e7,0.0028189156332441814
0.0002511886431509582,2.5118864315095824,2.7220171397330098e7,0.0035484159497017036
0.00031622776601683794,2.5118864315095824,3.4263442425861895e7,0.004466575313612295
0.00039810717055349773,2.5118864315095824,4.312763515055445e7,0.005622109655640647
0.0005011872336272725,2.5118864315095824,5.428262039203174e7,0.007076271239407006
0.0006309573444801943,2.5118864315095824,6.831898987431902e7,0.008906049480691985
0.0007943282347242822,2.5118864315095824,8.597876607390286e7,0.011208174277043613
0.001,2.5118864315095824,1.0819374545515463e8,0.014104114424081327
0.0012589254117941688,2.5118864315095824,1.361332677152619e8,0.017746304804427574
0.001584893192461114,2.5118864315095824,1.7126356249368232e8,0.022325882812585466
0.001995262314968883,2.5118864315095824,2.154212173177126e8,0.028082265621195354
0.002511886431509582,2.5118864315095824,2.709037123816724e8,0.03531495227626373
0.0031622776601683794,2.5118864315095824,3.4058033187886375e8,0.044397982075605684
0.003981071705534978,2.5118864315095824,4.280270035017025e8,0.05579751221836003
0.005011872336272725,2.5118864315095824,5.376885950040059e8,0.07009297475150879
0.006309573444801942,2.5118864315095824,6.7507168019118e8,0.08800220550474125
0.00794328234724282,2.5118864315095824,8.46969422105969e8,0.11041075981634033
0.01,2.5118864315095824,1.0617174831339412e9,0.13840527292193555
0.012589254117941687,2.5118864315095824,1.3294750178621507e9,0.1733100901258243
0.01584893192461114,2.5118864315095824,1.6625168505141687e9,0.2167253549913554
0.01995262314968883,2.5118864315095824,2.0755106993764827e9,0.27056314826018657
0.025118864315095822,2.5118864315095824,2.5857355890399537e9,0.3370759600272018
0.03162277660168379,2.5118864315095824,3.213173651561804e9,0.418868656921118
0.039810717055349776,2.5118864315095824,3.9803780207444673e9,0.5188812608298295
0.05011872336272725,2.5118864315095824,4.911988094205809e9,0.6403257585634845
0.06309573444801943,2.5118864315095824,6.033738833862158e9,0.7865569544690482
0.07943282347242822,2.5118864315095824,7.370809067644857e9,0.9608571553814821
0.1,2.5118864315095824,8.94539881819623e9,1.1661203516904128
0.12589254117941687,2.5118864315095824,1.0773544842769844e10,1.4044370917759132
0.15848931924611143,2.5118864315095824,1.2861394567011322e10,1.6766087527818716
0.19952623149688828,2.5118864315095824,1.5201446706321531e10,1.9816574687894348
0.25118864315095824,2.5118864315095824,1.7769559775213108e10,2.3164361607114614
0.31622776601683794,2.5118864315095824,2.0523691424930622e10,2.6754641966037616
0.39810717055349776,2.5118864315095824,2.3405203538060047e10,3.0510975235301765
0.5011872336272725,2.5118864315095824,2.634306472864766e10,3.434076504614494
0.6309573444801942,2.5118864315095824,2.9260495252864143e10,3.8143921482291026
0.7943282347242822,2.5118864315095824,3.208281839255999e10,4.182309612741853
1.,2.5118864315095824,3.474486524961474e10,4.529333493985751
1.e-8,3.1622776601683795,1364.2899699878815,1.4134022639554114e-7
1.2589254117941661e-8,3.1622776601683795,1717.5392974120953,1.7793680174158328e-7
1.5848931924611143e-8,3.1622776601683795,2162.253848669896,2.2400915985820555e-7
1.9952623149688786e-8,3.1622776601683795,2722.116282788612,2.8201082136728946e-7
2.511886431509582e-8,3.1622776601683795,3426.9413303328583,3.5503058553269423e-7
3.162277660168379e-8,3.1622776601683795,4314.263480610138,4.4695701992994743e-7
3.981071705534969e-8,3.1622776601683795,5431.335823642238,5.626855406045631e-7
5.011872336272725e-8,3.1622776601683795,6837.64654578337,7.083791104396802e-7
6.30957344480193e-8,3.1622776601683795,8608.086752866575,8.917964387879918e-7
7.943282347242822e-8,3.1622776601683795,10836.938773256812,1.12270516006243e-6
1.e-7,3.1622776601683795,13642.897023727879,1.4134019943418107e-6
1.2589254117941662e-7,3.1622776601683795,17175.38881456044,1.779367590107098e-6
1.584893192461114e-7,3.1622776601683795,21622.531930307203,2.240090921343402e-6
1.9952623149688787e-7,3.1622776601683795,27221.152561865572,2.820107140322065e-6
2.5118864315095823e-7,3.1622776601683795,34269.39694039896,3.5503041541807252e-6
3.162277660168379e-7,3.1622776601683795,43142.608716488765,4.469567503164824e-6
3.981071705534969e-7,3.1622776601683795,54313.3170118522,5.626851132960994e-6
5.011872336272725e-7,3.1622776601683795,68376.40004312115,7.08378433201568e-6
6.30957344480193e-7,3.1622776601683795,86080.76390367627,8.917953654382427e-6
7.943282347242822e-7,3.1622776601683795,108369.22361797215,0.000011227034589183673
1.e-6,3.1622776601683795,136428.71000161106,0.000014133992982114592
1.2589254117941661e-6,3.1622776601683795,171753.47566121613,0.000017793633170310376
1.584893192461114e-6,3.1622776601683795,216224.6656962256,0.00002240084148979389
1.995262314968883e-6,3.1622776601683795,272210.4895471147,0.0000282009640685872
2.5118864315095823e-6,3.1622776601683795,342692.3274012799,0.00003550287142808218
3.162277660168379e-6,3.1622776601683795,431423.4846664086,0.00004469540541997228
3.981071705534969e-6,3.1622776601683795,543129.0455336606,0.00005626808402471579
5.011872336272725e-6,3.1622776601683795,683757.4634517813,0.00007083716608916651
6.309573444801943e-6,3.1622776601683795,860797.2786727347,0.00008917846320828559
7.943282347242822e-6,3.1622776601683795,1.083675816180767e6,0.00011226864477612727
0.00001,3.1622776601683795,1.3642610761222208e6,0.0001413372337473663
0.000012589254117941661,3.1622776601683795,1.7174935117693993e6,0.00017793205873991823
0.00001584893192461114,3.1622776601683795,2.1621812886798657e6,0.00022400164275914014
0.00001995262314968883,3.1622776601683795,2.7220012946646316e6,0.00028199890767187705
0.000025118864315095822,3.1622776601683795,3.42675907987726e6,0.00035501170380488717
0.000031622776601683795,3.1622776601683795,4.313974620584789e6,0.00044692709482099384
0.000039810717055349695,3.1622776601683795,5.430878032638548e6,0.0005626381133269363
0.00005011872336272725,3.1622776601683795,6.83692100438752e6,0.0007083039449139396
0.00006309573444801943,3.1622776601683795,8.606936884036835e6,0.0008916773127374048
0.00007943282347242822,3.1622776601683795,1.0835116429313015e7,0.0011225163645387935
0.0001,3.1622776601683795,1.3640008915400919e7,0.0014131027866555864
0.00012589254117941688,3.1622776601683795,1.7170811718887568e7,0.0017788934039255709
0.00015848931924611142,3.1622776601683795,2.1615278236632504e7,0.0022393394388495053
0.00019952623149688788,3.1622776601683795,2.7209657214500185e7,0.002818916224485248
0.0002511886431509582,3.1622776601683795,3.425118004520736e7,0.0035484168865505023
0.00031622776601683794,3.1622776601683795,4.311374085558299e7,0.004466576798008418
0.00039810717055349773,3.1622776601683795,5.426757248585675e7,0.005622112007433954
0.0005011872336272725,3.1622776601683795,6.830391569784017e7,0.007076274965121024
0.0006309573444801943,3.1622776601683795,8.596591554617815e7,0.008906055382306516
0.0007943282347242822,3.1622776601683795,1.0818726422493923e8,0.011208183624005183
0.001,3.1622776601683795,1.36140449365367e8,0.01410412922512859
0.0012589254117941688,3.1622776601683795,1.712968636477686e8,0.01774632823682858
0.001584893192461114,3.1622776601683795,2.155014832231147e8,0.022325919899298812
0.001995262314968883,3.1622776601683795,2.710653162710067e8,0.028082324297875993
0.002511886431509582,3.1622776601683795,3.4087932891484576e8,0.035315045070015254
0.0031622776601683794,3.1622776601683795,4.2855401431228733e8,0.04439812874119856
0.003981071705534978,3.1622776601683795,5.385890757610834e8,0.055797743868101254
0.005011872336272725,3.1622776601683795,6.765776670364158e8,0.07009334030555313
0.006309573444801942,3.1622776601683795,8.494489846575896e8,0.08800278172735915
0.00794328234724282,3.1622776601683795,1.0657512917775323e9,0.1104116668569037
0.01,3.1622776601683795,1.335974011017952e9,0.13840669823441923
0.012589254117941687,3.1622776601683795,1.672901419849006e9,0.17331232500290106
0.01584893192461114,3.1622776601683795,2.091980478550842e9,0.2167288498272987
0.01995262314968883,3.1622776601683795,2.6116699256035657e9,0.27056859512221865
0.025118864315095822,3.1622776601683795,3.2537154814230194e9,0.3370844141158396
0.03162277660168379,3.1622776601683795,4.043265879933251e9,0.418881711702644
0.039810717055349776,3.1622776601683795,5.008707325011614e9,0.5189012941570569
0.05011872336272725,3.1622776601683795,6.181054397669838e9,0.6403562672128392
0.06309573444801943,3.1622776601683795,7.592704428593341e9,0.7866029892533122
0.07943282347242822,3.1622776601683795,9.275360109424206e9,0.960925854165735
0.1,3.1622776601683795,1.1256981682770512e10,1.1662215387037704
0.12589254117941687,3.1622776601683795,1.355777982888261e10,1.404583866174953
0.15848931924611143,3.1622776601683795,1.6185525748265017e10,1.6768179317340317
0.19952623149688828,3.1622776601683795,1.9130817508069332e10,1.981949696610917
0.25118864315095824,3.1622776601683795,2.2363310613913666e10,2.316835475941714
0.31622776601683794,3.1622776601683795,2.5830124964764496e10,2.6759968995440766
0.39810717055349776,3.1622776601683795,2.9457480152640114e10,3.0517903287102746
0.5011872336272725,3.1622776601683795,3.3155978466894554e10,3.4349541746233254
0.6309573444801942,3.1622776601683795,3.682896508857028e10,3.815475013182139
0.7943282347242822,3.1622776601683795,4.038241129544727e10,4.183611483496197
1.,3.1622776601683795,4.3734239985144424e10,4.530860410617842
1.e-8,3.981071705534973,1716.8623863074426,1.4134022639672182e-7
1.2589254117941661e-8,3.981071705534973,2161.4016699054305,1.7793680174345454e-7
1.5848931924611143e-8,3.981071705534973,2721.0434681326315,2.2400915986117128e-7
1.9952623149688786e-8,3.981071705534973,3425.590745559211,2.8201082137198975e-7
2.511886431509582e-8,3.981071705534973,4312.563179580311,3.550305855401438e-7
3.162277660168379e-8,3.981071705534973,5429.195310653294,4.469570199417542e-7
3.981071705534969e-8,3.981071705534973,6834.95181894025,5.626855406232755e-7
5.011872336272725e-8,3.981071705534973,8604.694335740336,7.083791104693376e-7
6.30957344480193e-8,3.981071705534973,10832.668058120586,8.917964388349955e-7
7.943282347242822e-8,3.981071705534973,13637.52061127678,1.122705160136926e-6
1.e-7,3.981071705534973,17168.620524352027,1.4134019944598787e-6
1.2589254117941662e-7,3.981071705534973,21614.011491409237,1.7793675902942228e-6
1.584893192461114e-7,3.981071705534973,27210.42643497845,2.2400909216399744e-6
1.9952623149688787e-7,3.981071705534973,34255.89432455414,2.8201071407921016e-6
2.5118864315095823e-7,3.981071705534973,43125.611147761774,3.5503041549256822e-6
3.162277660168379e-7,3.981071705534973,54291.920292370734,4.469567504345502e-6
3.981071705534969e-7,3.981071705534973,68349.46624194938,5.6268511348322415e-6
5.011872336272725e-7,3.981071705534973,86046.86113112471,7.083784334981406e-6
6.30957344480193e-7,3.981071705534973,108326.55030209864,8.917953659082784e-6
7.943282347242822e-7,3.981071705534973,136374.99975539622,0.000011227034596633229
1.e-6,3.981071705534973,171685.87790789193,0.000014133992993921336
1.2589254117941661e-6,3.981071705534973,216139.59596647535,0.000017793633189022784
1.584893192461114e-6,3.981071705534973,272103.44194875145,0.000022400841519451018
1.995262314968883e-6,3.981071705534973,342557.6399017922,0.00002820096411559049
